"L1","L2","X.","dt","L2measurer"
28.448,28.448,0,0.312328767123288,0
25.4,36.068,0,0.761643835616438,0
21.59,37.846,0,1.22465753424658,0
26.67,29.21,0,0.410958904109589,0
20.32,24.892,0,0.482191780821918,0
27.94,29.972,0,0.482191780821918,0
25.4,26.67,0,0.410958904109589,0
30.48,39.116,0,0.797260273972603,0
25.4,35.56,0,0.797260273972603,0
30.48,32.512,0,0.4,0
26.924,28.448,0,0.312328767123288,0
27.94,35.052,0,0.70958904109589,0
28.448,37.084,0,0.73972602739726,0
24.638,43.942,0,1.83013698630137,0
22.352,43.942,0,1.83013698630137,0
24.13,36.068,0,0.841095890410959,0
25.4,26.67,0,0.405479452054795,0
26.416,37.084,0,1.07945205479452,0
25.908,36.068,0,0.936986301369863,0
26.162,37.592,0,0.838356164383562,0
25.4,41.148,0,1.61095890410959,0
36.83,43.18,0,0.824657534246575,0
39.37,49.53,0,1.57808219178082,0
37.846,41.275,0,0.69041095890411,0
32.258,39.878,0,1.05479452054795,0
39.37,45.72,0,1.22465753424658,0
44.958,58.42,0,4.15342465753425,0
38.354,41.91,0,0.668493150684932,0
33.02,44.45,0,1.54794520547945,0
36.83,40.005,0,0.693150684931507,0
29.718,36.195,0,0.693150684931507,0
39.624,52.07,0,4.14794520547945,0
29.464,39.37,0,1.95342465753425,0
39.878,58.42,0,2.86027397260274,0
34.29,58.42,0,4.77534246575342,0
42.164,76.2,0,7.77534246575342,0
36.83,41.91,0,0.863013698630137,0
29.972,48.895,0,2.76986301369863,0
31.75,59.69,0,8.07945205479452,0
38.1,45.085,0,4.35890410958904,0
39.37,43.942,0,0.545205479452055,0
45.72,46.99,0,3.46849315068493,0
43.688,47.625,0,2.86575342465753,0
43.18,67.31,0,5.04931506849315,0
26.67,36.83,0,1.12602739726027,0
30.48,36.83,0,1.15068493150685,0
21.59,38.1,0,1.28493150684932,0
27.94,39.37,0,2.17260273972603,0
35.56,36.068,0,0.389041095890411,0
38.608,44.45,0,2.97534246575342,0
37.592,38.735,0,1.16712328767123,0
32.004,50.8,0,3.74246575342466,0
34.29,37.846,0,0.942465753424658,0
38.1,48.26,0,2.8958904109589,0
38.1,66.04,0,6.16712328767123,0
36.83,45.72,0,3.46301369863014,0
36.83,38.1,0,3.06301369863014,0
35.56,46.99,0,2.23835616438356,0
35.56,57.15,0,5.53424657534247,0
42.672,43.942,0,0.238356164383562,0
35.56,43.18,0,1.04931506849315,0
32.004,40.005,0,1.53424657534247,0
33.528,50.165,0,1.76164383561644,0
40.132,47.625,0,0.991780821917808,0
25.908,28.194,0,0.410958904109589,0
37.084,45.085,0,0.76986301369863,0
28.702,46.355,0,2.66575342465753,0
26.67,27.94,0,0.178082191780822,0
30.48,35.56,0,0.641095890410959,0
29.21,30.988,0,0.254794520547945,0
30.48,33.02,0,1.22465753424658,0
27.94,36.83,0,2.23013698630137,0
27.94,29.21,0,0.254794520547945,0
29.21,43.18,0,2.23013698630137,0
30.48,41.91,0,0.964383561643836,0
25.908,51.435,0,1.96164383561644,0
38.1,50.8,0,2.82739726027397,0
38.1,45.72,0,2.82465753424658,0
38.608,46.6852,0,1.11780821917808,0
33.02,45.72,0,1.98630136986301,0
31.75,43.18,0,1.98630136986301,0
34.29,40.64,0,1.03013698630137,0
33.02,40.005,0,1.98630136986301,0
33.02,45.72,0,2.53424657534247,0
35.56,48.26,0,2.05205479452055,0
36.83,53.34,0,3.30684931506849,0
29.21,37.592,0,1.03013698630137,0
33.02,40.64,0,2.20547945205479,0
35.56,59.69,0,4.72602739726027,0
36.83,46.355,0,2.87671232876712,0
31.75,39.37,0,1.95068493150685,0
31.75,45.72,0,2.84109589041096,0
30.48,43.18,0,2.35342465753425,0
35.56,45.72,0,2.28767123287671,0
33.02,40.64,0,1.25205479452055,0
29.21,39.37,0,1.31506849315068,0
30.48,38.1,0,1.25205479452055,0
30.48,43.815,0,1.5041095890411,0
36.83,49.53,0,1.26849315068493,0
33.02,36.83,0,1.9013698630137,0
35.56,50.8,0,2.50684931506849,0
33.02,53.34,0,3.04109589041096,0
29.21,28.956,0,0.167123287671233,0
27.432,36.83,0,0.797260273972603,0
29.972,44.45,0,1.70684931506849,0
29.972,44.45,0,1.95616438356164,0
29.972,30.48,0,0.252054794520548,0
28.448,44.45,0,1.03287671232877,0
25.908,52.07,0,5.32876712328767,0
24.892,43.434,0,1.98630136986301,0
36.83,43.815,0,1.0027397260274,0
36.068,38.1,0,0.994520547945206,0
36.068,48.26,0,1.86301369863014,0
39.37,52.07,0,3.35068493150685,0
40.64,47.625,0,2.66575342465753,0
29.21,38.1,0,1.31232876712329,0
34.29,40.64,0,0.764383561643836,0
30.48,43.18,0,2.32876712328767,0
33.02,41.91,0,1.25205479452055,0
26.67,40.64,0,2.53972602739726,0
36.83,44.45,0,1.18356164383562,0
33.02,35.56,0,0.386301369863014,0
25.4,40.64,0,1.40547945205479,0
38.1,48.895,0,1.78082191780822,0
26.67,36.83,0,1.41095890410959,0
29.972,36.83,0,1.41095890410959,0
29.21,64.135,0,10.2684931506849,0
31.75,40.64,0,1.07945205479452,0
34.29,44.45,0,1.21369863013699,0
33.02,49.53,0,2.50958904109589,0
33.02,40.64,0,0.942465753424658,0
29.21,34.29,0,0.53972602739726,0
35.56,36.83,0,0.4,0
33.02,53.975,0,3.93972602739726,0
33.02,35.56,0,1.05479452054795,0
30.48,35.56,0,0.983561643835616,0
25.4,30.48,0,0.567123287671233,0
33.02,32.766,0,0.189041095890411,0
29.21,38.1,0,1.35342465753425,0
40.64,44.45,0,2.4986301369863,0
36.83,43.18,0,1.95068493150685,0
33.02,43.18,0,2.01643835616438,0
38.1,43.815,0,1.46027397260274,0
35.56,45.72,0,2.55890410958904,0
34.29,45.72,0,1.94520547945205,0
31.75,44.45,0,1.2958904109589,0
27.94,35.052,0,0.745205479452055,0
30.48,58.42,0,4.1972602739726,0
30.48,44.45,0,4.18904109589041,0
29.21,36.068,0,0.753424657534247,0
30.48,38.735,0,1.38904109589041,0
34.29,55.88,0,3.45753424657534,0
33.02,39.37,0,1.0986301369863,0
35.56,41.91,0,0.945205479452055,0
33.02,39.37,0,2.12054794520548,0
30.48,38.1,0,0.868493150684931,0
38.1,39.37,0,0.241095890410959,0
34.29,46.99,0,2.28493150684932,0
36.83,44.45,0,1.27945205479452,0
34.29,41.91,0,1.03561643835616,0
34.29,41.91,0,1.56986301369863,0
22.86,29.21,0,0.934246575342466,0
34.29,49.53,0,2.23013698630137,0
34.29,35.56,0,0.304109589041096,0
31.75,40.64,0,1.56438356164384,0
33.02,41.148,0,0.906849315068493,0
33.02,40.64,0,1.0027397260274,0
30.48,40.64,0,0.980821917808219,0
30.48,38.1,0,0.772602739726027,0
30.48,41.91,0,1.38356164383562,0
33.02,40.64,0,0.975342465753425,0
29.21,38.1,0,1.20821917808219,0
30.48,33.02,0,0.347945205479452,0
33.02,35.56,0,0.312328767123288,0
30.48,38.1,0,0.898630136986301,0
30.48,38.1,0,0.950684931506849,0
26.67,31.75,0,0.76986301369863,0
30.48,58.42,0,6.15890410958904,0
33.02,45.085,0,1.3041095890411,0
31.75,33.274,0,0.706849315068493,0
29.21,50.8,0,2.98082191780822,0
36.83,46.99,0,2.41369863013699,0
31.75,41.91,0,1.8,0
36.83,45.72,0,1.8,0
33.02,45.72,0,1.8,0
36.83,38.1,0,1.90684931506849,0
31.75,39.37,0,1.90684931506849,0
31.75,46.355,0,2.41917808219178,0
34.29,45.72,0,2.01917808219178,0
31.75,43.18,0,2.69041095890411,0
41.91,57.15,0,4.49315068493151,0
30.48,45.72,0,2.34794520547945,0
38.1,55.88,0,4.16986301369863,0
33.02,43.18,0,1.90684931506849,0
27.94,48.26,0,3.33150684931507,0
31.75,40.132,0,0.849315068493151,0
31.75,55.88,0,3.84109589041096,0
30.48,59.69,0,9.16712328767123,0
30.48,40.64,0,1.46027397260274,0
30.48,44.45,0,1.15068493150685,0
30.48,43.18,0,1.63287671232877,0
33.02,43.815,0,1.52602739726027,0
36.83,45.72,0,1.32602739726027,0
33.02,38.1,0,0.435616438356164,0
31.75,35.56,0,1.11232876712329,0
33.02,43.18,0,3.99178082191781,0
29.21,54.61,0,4.04657534246575,0
34.29,40.132,0,0.578082191780822,0
30.48,70.485,0,8.57534246575342,0
33.02,41.91,0,0.879452054794521,0
31.75,48.26,0,2.21095890410959,0
35.56,57.15,0,6.91232876712329,0
35.56,40.64,0,1.25205479452055,0
38.1,66.04,0,4.49041095890411,0
34.29,38.1,0,0.30958904109589,0
29.21,48.26,0,4.59452054794521,0
27.94,36.068,0,0.578082191780822,0
33.02,45.72,0,1.57260273972603,0
31.75,36.83,0,0.632876712328767,0
30.48,42.545,0,1.11780821917808,0
33.02,39.116,0,0.575342465753425,0
30.48,38.735,0,1.52328767123288,0
30.48,35.56,0,0.441095890410959,0
34.29,48.895,0,1.74246575342466,0
35.56,48.26,0,2.14246575342466,0
33.02,45.72,0,2.14246575342466,0
31.75,43.18,0,2.09315068493151,0
34.29,53.34,0,3.6027397260274,0
38.1,52.07,0,4.26027397260274,0
30.48,39.37,0,1.9041095890411,0
30.48,52.07,0,7.01643835616438,0
34.29,44.45,0,1.52054794520548,0
31.75,40.64,0,1.73972602739726,0
33.02,43.18,0,2.06849315068493,0
33.02,38.1,0,0.531506849315069,0
30.48,37.592,0,0.504109589041096,0
35.56,62.23,0,7.58356164383562,0
33.02,43.18,0,0.501369863013699,0
31.75,38.862,0,0.528767123287671,0
31.75,39.37,0,0.846575342465753,0
30.48,45.085,0,3.12876712328767,0
31.75,43.815,0,1.05205479452055,0
30.48,36.83,0,0.824657534246575,0
33.02,41.275,0,1.1013698630137,0
31.75,34.29,0,0.849315068493151,0
30.48,50.8,0,3.57534246575342,0
31.75,49.53,0,3.13150684931507,0
31.75,37.084,0,0.545205479452055,0
33.02,40.64,0,1.49041095890411,0
31.75,52.07,0,6.98630136986301,0
33.02,43.18,0,2.37260273972603,0
40.64,48.26,0,1.49041095890411,0
30.48,52.07,0,2.62465753424658,0
29.972,31.75,0,0.221917808219178,0
26.67,30.988,0,0.391780821917808,0
26.67,30.988,0,0.391780821917808,0
33.02,35.56,0,0.572602739726027,0
29.972,40.64,0,1.14520547945205,0
34.29,38.1,0,0.619178082191781,0
30.48,38.1,0,0.619178082191781,0
31.75,38.1,0,0.572602739726027,0
27.94,39.37,0,1.25479452054795,0
33.02,35.56,0,0.517808219178082,0
30.48,31.75,0,0.164383561643836,0
30.48,38.1,0,0.517808219178082,0
39.37,40.64,0,0.435616438356164,0
38.1,38.1,0,0.405479452054795,0
35.56,40.64,0,1.3041095890411,0
38.1,50.8,0,2.92602739726027,0
36.83,52.705,0,3.36164383561644,0
36.83,39.37,0,1.06301369863014,0
38.1,40.64,0,0.36986301369863,0
32.512,38.1,0,1.06301369863014,0
33.02,36.83,0,1.54520547945205,0
31.75,41.91,0,1.84657534246575,0
36.83,44.45,0,1.5041095890411,0
38.1,43.18,0,0.235616438356164,0
38.1,55.88,0,4.99452054794521,0
31.75,43.18,0,0.227397260273973,0
33.02,41.275,0,0.950684931506849,0
25.4,26.67,0,0.194520547945205,0
26.924,50.8,0,3.84109589041096,0
29.972,60.96,0,4.58630136986301,0
30.226,31.75,0,0.312328767123288,0
30.48,52.07,0,5.36438356164384,0
30.988,33.02,0,0.312328767123288,0
32.258,50.8,0,2.86575342465753,0
41.402,68.58,0,9.12328767123288,0
19.05,24.13,0,0.424657534246575,0
26.924,43.18,0,4.49315068493151,0
30.988,35.052,0,0.682191780821918,0
35.306,37.846,0,0.235616438356164,0
25.908,27.686,0,0.205479452054795,0
32.766,37.592,0,0.687671232876712,0
28.448,38.1,0,1.08767123287671,0
28.194,36.83,0,0.824657534246575,0
36.322,37.084,0,0.232876712328767,0
25.908,30.48,0,0.36986301369863,0
26.162,57.15,0,3.61369863013699,0
32.512,59.69,0,3.19178082191781,0
43.18,47.625,0,0.668493150684932,0
25.654,33.02,0,1.0027397260274,0
25.146,28.448,0,0.293150684931507,0
26.162,28.702,0,0.23013698630137,0
29.21,44.45,0,1.51780821917808,0
42.926,52.705,0,4.21643835616438,0
28.448,41.91,0,1.76986301369863,0
47.498,47.498,0,0.180821917808219,0
27.686,29.718,0,0.16986301369863,0
43.18,42.545,0,0.178082191780822,0
50.038,54.61,0,1.45205479452055,0
29.972,59.69,0,3.10958904109589,0
39.624,45.466,0,0.747945205479452,0
41.91,46.99,0,0.665753424657534,0
41.402,43.18,0,0.246575342465753,0
44.45,46.99,0,0.693150684931507,0
45.72,69.85,0,8.85479452054794,0
38.1,66.04,0,5.96164383561644,0
36.068,66.04,0,5.96164383561644,0
41.402,49.53,0,1.26027397260274,0
29.972,34.29,0,0.747945205479452,0
35.052,38.354,0,0.693150684931507,0
31.496,38.1,0,0.747945205479452,0
36.322,43.434,0,1.04931506849315,0
33.02,34.036,0,0.69041095890411,0
32.512,33.274,0,0.687671232876712,0
29.972,32.512,0,0.69041095890411,0
35.56,39.116,0,0.695890410958904,0
33.274,36.83,0,1,0
36.322,39.878,0,0.695890410958904,0
36.068,39.37,0,0.654794520547945,0
27.432,31.75,0,0.63013698630137,0
33.02,60.96,0,2.72602739726027,0
28.448,44.45,0,1.63561643835616,0
22.098,46.99,0,3.56986301369863,0
30.734,58.42,0,2.69315068493151,0
30.48,37.084,0,0.895890410958904,0
22.352,28.702,0,0.824657534246575,0
30.988,45.72,0,2.90684931506849,0
28.956,35.56,0,0.764383561643836,0
30.48,53.34,0,2.35890410958904,0
27.94,34.29,0,0.824657534246575,0
26.416,32.258,0,0.238356164383562,0
32.258,35.56,0,0.2,0
24.892,26.67,0,0.2,0
27.432,31.75,0,0.591780821917808,0
27.94,29.972,0,0.6,0
29.972,39.37,0,0.898630136986301,0
33.02,43.18,0,0.991780821917808,0
30.48,48.26,0,2.47671232876712,0
31.496,31.496,0,0.210958904109589,0
30.734,50.8,0,4.48767123287671,0
43.18,45.72,0,0.427397260273973,0
49.022,51.435,0,0.956164383561644,0
52.832,55.88,0,1.75890410958904,0
39.878,42.164,0,0.402739726027397,0
49.53,50.292,0,0.295890410958904,0
28.702,35.56,0,1.26301369863014,0
44.45,48.26,0,1.24383561643836,0
27.432,45.72,0,6.40821917808219,0
37.084,49.53,0,2.69041095890411,0
28.448,55.88,0,3.83835616438356,0
27.178,46.99,0,2.83013698630137,0
30.988,55.88,0,5.13698630136986,0
41.656,46.482,0,0.926027397260274,0
37.084,40.64,0,1.27671232876712,0
41.91,54.61,0,4.45205479452055,0
40.132,50.8,0,2.01917808219178,0
34.29,36.83,0,0.241095890410959,0
35.56,52.705,0,3.16164383561644,0
38.354,44.45,0,1.16986301369863,0
34.798,41.402,0,1.2958904109589,0
35.814,49.53,0,2.89315068493151,0
35.56,37.338,0,0.306849315068493,0
36.83,36.83,0,0.241095890410959,0
35.306,38.354,0,0.306849315068493,0
46.228,55.88,0,3.88219178082192,0
29.464,34.29,0,0.30958904109589,0
31.496,36.322,0,0.328767123287671,0
38.1,63.5,0,4.2986301369863,0
36.83,41.91,0,0.597260273972603,0
35.814,53.34,0,2.17808219178082,0
32.766,33.528,0,0.172602739726027,0
34.798,55.88,0,2.22191780821918,0
24.13,26.924,0,0.219178082191781,0
32.004,33.782,0,0.249315068493151,0
30.226,34.544,0,0.594520547945205,0
