date,length,month,year,month_year
1990-06-01,14,June,1990,Jun-90
1990-06-01,14,June,1990,Jun-90
1990-06-01,14,June,1990,Jun-90
1990-06-01,14,June,1990,Jun-90
1990-06-01,14,June,1990,Jun-90
1990-06-01,14,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,15,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,16,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,17,June,1990,Jun-90
1990-06-01,18,June,1990,Jun-90
1990-06-01,18,June,1990,Jun-90
1990-06-01,18,June,1990,Jun-90
1990-06-01,19,June,1990,Jun-90
1990-06-01,19,June,1990,Jun-90
1990-06-01,19,June,1990,Jun-90
1990-06-01,21,June,1990,Jun-90
1990-08-01,12,August,1990,Aug-90
1990-08-01,13,August,1990,Aug-90
1990-08-01,13,August,1990,Aug-90
1990-08-01,14,August,1990,Aug-90
1990-08-01,14,August,1990,Aug-90
1990-08-01,14,August,1990,Aug-90
1990-08-01,14,August,1990,Aug-90
1990-08-01,14,August,1990,Aug-90
1990-08-01,14,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,15,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,16,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,17,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,18,August,1990,Aug-90
1990-08-01,19,August,1990,Aug-90
1990-08-01,19,August,1990,Aug-90
1990-08-01,19,August,1990,Aug-90
1990-08-01,19,August,1990,Aug-90
1990-08-01,19,August,1990,Aug-90
1990-08-01,19,August,1990,Aug-90
1990-08-01,19,August,1990,Aug-90
1990-08-01,19,August,1990,Aug-90
1990-08-01,20,August,1990,Aug-90
1990-08-01,20,August,1990,Aug-90
1990-09-01,13,September,1990,Sep-90
1990-09-01,14,September,1990,Sep-90
1990-09-01,14,September,1990,Sep-90
1990-09-01,15,September,1990,Sep-90
1990-09-01,15,September,1990,Sep-90
1990-09-01,15,September,1990,Sep-90
1990-09-01,15,September,1990,Sep-90
1990-09-01,15,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,16,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,17,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,18,September,1990,Sep-90
1990-09-01,19,September,1990,Sep-90
1990-09-01,19,September,1990,Sep-90
1990-09-01,19,September,1990,Sep-90
1990-09-01,19,September,1990,Sep-90
1990-09-01,19,September,1990,Sep-90
1990-09-01,19,September,1990,Sep-90
1990-09-01,19,September,1990,Sep-90
1990-09-01,20,September,1990,Sep-90
1990-09-01,20,September,1990,Sep-90
1990-09-01,20,September,1990,Sep-90
1990-09-01,21,September,1990,Sep-90
1990-09-01,21,September,1990,Sep-90
1990-09-01,21,September,1990,Sep-90
1990-09-01,21,September,1990,Sep-90
1990-09-01,22,September,1990,Sep-90
1990-09-01,22,September,1990,Sep-90
1990-09-01,22,September,1990,Sep-90
1990-09-01,23,September,1990,Sep-90
1990-09-01,24,September,1990,Sep-90
1990-10-01,10,October,1990,Oct-90
1990-10-01,13,October,1990,Oct-90
1990-10-01,13,October,1990,Oct-90
1990-10-01,14,October,1990,Oct-90
1990-10-01,14,October,1990,Oct-90
1990-10-01,14,October,1990,Oct-90
1990-10-01,14,October,1990,Oct-90
1990-10-01,14,October,1990,Oct-90
1990-10-01,14,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,15,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,16,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,17,October,1990,Oct-90
1990-10-01,18,October,1990,Oct-90
1990-10-01,18,October,1990,Oct-90
1990-10-01,18,October,1990,Oct-90
1990-10-01,18,October,1990,Oct-90
1990-10-01,18,October,1990,Oct-90
1990-10-01,18,October,1990,Oct-90
1990-10-01,18,October,1990,Oct-90
1990-10-01,19,October,1990,Oct-90
1990-10-01,19,October,1990,Oct-90
1990-10-01,19,October,1990,Oct-90
1990-10-01,19,October,1990,Oct-90
1990-10-01,19,October,1990,Oct-90
1990-10-01,20,October,1990,Oct-90
1990-10-01,20,October,1990,Oct-90
1990-10-01,20,October,1990,Oct-90
1990-10-01,20,October,1990,Oct-90
1990-10-01,20,October,1990,Oct-90
1990-11-01,11,November,1990,Nov-90
1990-11-01,12,November,1990,Nov-90
1990-11-01,13,November,1990,Nov-90
1990-11-01,13,November,1990,Nov-90
1990-11-01,15,November,1990,Nov-90
1990-11-01,15,November,1990,Nov-90
1990-11-01,15,November,1990,Nov-90
1990-11-01,16,November,1990,Nov-90
1990-11-01,16,November,1990,Nov-90
1990-11-01,16,November,1990,Nov-90
1990-11-01,17,November,1990,Nov-90
1990-11-01,17,November,1990,Nov-90
1990-11-01,17,November,1990,Nov-90
1990-11-01,17,November,1990,Nov-90
1990-11-01,17,November,1990,Nov-90
1990-11-01,17,November,1990,Nov-90
1990-11-01,17,November,1990,Nov-90
1990-11-01,17,November,1990,Nov-90
1990-11-01,18,November,1990,Nov-90
1990-11-01,18,November,1990,Nov-90
1990-11-01,18,November,1990,Nov-90
1990-11-01,18,November,1990,Nov-90
1990-11-01,18,November,1990,Nov-90
1990-11-01,19,November,1990,Nov-90
1990-11-01,19,November,1990,Nov-90
1990-11-01,20,November,1990,Nov-90
1991-01-01,13,January,1991,Jan-91
1991-01-01,13,January,1991,Jan-91
1991-01-01,13,January,1991,Jan-91
1991-01-01,14,January,1991,Jan-91
1991-01-01,14,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,16,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,17,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,18,January,1991,Jan-91
1991-01-01,19,January,1991,Jan-91
1991-01-01,19,January,1991,Jan-91
1991-01-01,19,January,1991,Jan-91
1991-01-01,19,January,1991,Jan-91
1991-01-01,19,January,1991,Jan-91
1991-01-01,19,January,1991,Jan-91
1991-01-01,19,January,1991,Jan-91
1991-01-01,19,January,1991,Jan-91
1991-01-01,20,January,1991,Jan-91
1991-01-01,20,January,1991,Jan-91
1991-01-01,20,January,1991,Jan-91
1991-02-01,14,February,1991,Feb-91
1991-02-01,14,February,1991,Feb-91
1991-02-01,14,February,1991,Feb-91
1991-02-01,14,February,1991,Feb-91
1991-02-01,14,February,1991,Feb-91
1991-02-01,15,February,1991,Feb-91
1991-02-01,15,February,1991,Feb-91
1991-02-01,15,February,1991,Feb-91
1991-02-01,15,February,1991,Feb-91
1991-02-01,15,February,1991,Feb-91
1991-02-01,15,February,1991,Feb-91
1991-02-01,15,February,1991,Feb-91
1991-02-01,16,February,1991,Feb-91
1991-02-01,17,February,1991,Feb-91
1991-02-01,17,February,1991,Feb-91
1991-02-01,17,February,1991,Feb-91
1991-02-01,17,February,1991,Feb-91
1991-02-01,17,February,1991,Feb-91
1991-02-01,17,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,18,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,19,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91
1991-02-01,20,February,1991,Feb-91